text,papers
"السلام عليكمرجاء الافادهلو زوجه اتطلقت ومعها طفل ٤ سنواتو تزوجت من رجل مطلق ومعه ٤ اولاد...وعايزه تربي الطفل معاها..وامها عايشه وساكنه جنبها..مع العلم .طليقها عايش ورافض الفكره وكان محروم من الطفل سنتين وبداء يشوفه وعايز ياخده يعيش معاها وطليقته مش موافقه..وبتقول: لو عايزه يبات معاك يوم او اتنين ، مافيش مشكله..بس مايبعدش عنهاالسؤال،،هل ده جو أسري سليم للطفل وهل له تأثير ف المستقبل لو عاش علي الوضع ده؟ولا الافضل يتربي مع ابوه؟","لذا، قد يكون من الأفضل الاستمرار في تربية الطفل مع والدته وتسوية الأمور بين الوالدين لضمان حقوق الطفل في الحصول على الرعاية الكاملة والأمن النفسي والوجود العاطفي للجميع."
السلام عليكم محتاج اعرف ايه الصيغة الصحيحة لكتابة وصل أمانهحد امبارح كتبلي وصل امانه أنا المدين كتبنا التالي:الدائن كطرف أولحد قريبي طرف تانيأنا اللي هو المدين طرف تالتهل أنا كطرف تالت كده وصل الأمانة يثبت حقي؟هل وجود قرابة بين الطرف التاني والتالت تضعف موقفي؟,"عليك كتابة الوصل بالصيغة الصحيحة وفقًا للقوانين المحلية في البلد التي تقيم فيها، وذلك يشمل عادةً كلمات محددة ومفروضة من القانون."
السلام عليكم.. يا أساتذة انا معايا حكم جنائي بتغريم الجارة اللي فوق شقتي بسبب اتلاف سقف الحمام والحكم عبارة عن غرامة ٥٠٠ جنيه تم تحصيلها لصالح المحكمة عايزة اعمل جنحة مباشرة أو قضية تلزمها بإصلاح التلفيات وعايزة محامي يكون في مدينة الشروق أو قريب منها ويقولي التكاليف على الخاص لو مش عايز يكتب في التعليقات وشكرا,"عليكم السلام، يمكنك التقدم بدعوى مدنية للمطالبة بإصلاح التلفيات التي حدثت في شقتك، ويمكنك الاستعانة بأي محامي في مدينة الشروق أو القريبة منها."
السلام عليكمشقة والدي تم قسمتها بيني و بين اخويا لشقتين و في عقد قسمة بذلك انا دلوقتي عايز اعرف وضع الشفتين ايه بالنسبة للقانون و الحكومة و عايز اقننها علشان ادخل مرافق ليها ايه الاجراءات,"3- يجب عليك الحصول على رسم شقة نظيف (مساحتها وتقسيمها) من الشهر العقاري، وذلك لإنشاء عقد استئجار أو بيع الشقة."
السلام عليكم معى سكان فى البيت روحت دفعت وصل المياه 860 جنيه وامتنعوا عن الدفع والشهر ده محدش راضى يدفع برده ممكن اعرف اشتكيهم فين ولكم جزيل الشكر,يمكنك الاتصال بمكتب حماية المستهلك في منطقتك لمعرفة المزيد من التفاصيل حول كيفية تقديم الشكوى وما هي الخطوات التالية التي يجب اتخاذها.
السلام عليكم شخص مسجون بسبب شيكات بنكية مجموع سنوات السجن 49 سنةهل فعلا يتم عمل ضم وخصم ويبقوا 6 سنواتوهل له افراج شرطي او عفو رئاسي,"إذا كانت هناك فرصة للإفراج الشرطي أو العفو الرئاسي، عليك الاتصال بمحامي مختص للحصول على الإرشاد الكافي حول القوانين المتعلقة بهذا الموضوع والإجراءات التي يجب اتخاذها."
لوقضية تعويض حالة متوفية فى حادث قطار المحامى بياخد نسبة كام فى الميةزى ماهوماشى دلوقتي,يختلف المبلغ الذي يأخذه المحامي كنسبة في هذه القضايا من بلد إلى آخر ويتم تحديده بنسبة مئوية من المبلغ الذي يتم تحصيله كتعويض للضحية أو أسرته.
محتاج رقم محامى خاص بقضايا التعويضات مع شركات التأمين على المحلات التجارية بس يكون متخصص في هذا النوع من القضايا,"عذرًا، لا يمكنني تزويدك بأرقام محامين معينين، لكن يمكنك البحث عن محامي خاص بقضايا التعويضات عبر الإنترنت وفقاً للموقع الذي تعيش فيه."
استشاره امضاء وبصمه علي إيصالات امانه تحت التهديد,"إذا كنت تشتبه في أن هناك تهديداً أثناء التوقيع على إيصالات الأمانة، فإن توقيعك عليها سيكون غير شرعي ويمكن اللجوء إلى القضاء ورفع دعوى بالغاء التوقيع."
السلام عليكم انا ضاع من جواز سفر ضاع وعملت محضر.. من يوم الخميسوانا لقيته تاني هل كده اتوقف ولا لسا,"وعليكم السلام، إذا وجدت جواز السفر الذي ضاع، فلا يمكنك الاستفادة من الإجراءات القانونية للبحث عن جواز السفر المفقود، ولا يوجد حاجة لرفع قضية."
هل تحديد تاريخ في ايصال الأمانة يبطلة؟,"لذلك، يتعين التأكد من تاريخ إصدار الإيصال بصورة دقيقة وصحيحة وإجراء الإجراءات اللازمة إذا كان التاريخ له أي تأثير قانوني أو قانوني."
لو سمحتو لو فى سكرتير قاضى عايز اشتكى اعمل ايه,في حالة تأكد صحة الشكوى قد يتم استدعاء السكرتير أمام اجتماع لجنة الانضباط للتحقيق وتحديد الإجراءات الواجب اتخاذها.
السلام عليكم انا اجرت شقه قانون جديد وبعد فتره طلب مني صاحب الشقه اخلاءالشقه كونه يريد ان ياجرها مفروشه  مع العلم ان متبقي لدي فترة في العقد سبعه شهور هل يحق له اخراجي مع العلم اعطاني فتره مدة شهر للاخلاء هل يجب علي دفع الايجار بهذا الشهر ام لا,"ولكن عمومًا، إذا كان المستأجر قد قام بدفع الإيجار ولم يقوم بأي مخالفة لشروط العقد، فإنه لا يمكن لصاحب الشقة المطالبة بإخراجه قبل نهاية مدة العقد."
