text,answer
"السلام عليكمرجاء الافادهلو زوجه اتطلقت ومعها طفل ٤ سنواتو تزوجت من رجل مطلق ومعه ٤ اولاد...وعايزه تربي الطفل معاها..وامها عايشه وساكنه جنبها..مع العلم .طليقها عايش ورافض الفكره وكان محروم من الطفل سنتين وبداء يشوفه وعايز ياخده يعيش معاها وطليقته مش موافقه..وبتقول: لو عايزه يبات معاك يوم او اتنين ، مافيش مشكله..بس مايبعدش عنهاالسؤال،،هل ده جو أسري سليم للطفل وهل له تأثير ف المستقبل لو عاش علي الوضع ده؟ولا الافضل يتربي مع ابوه؟","أولًا ، يجب مراعاة مصلحة الطفل في هذه الحالة، و الواضح أن الأم ترغب في رعاية الطفل معها و تواجده مع إخوته الأكبر سنًا، و عدم ابتعاده عن والدته."
السلام عليكم محتاج اعرف ايه الصيغة الصحيحة لكتابة وصل أمانهحد امبارح كتبلي وصل امانه أنا المدين كتبنا التالي:الدائن كطرف أولحد قريبي طرف تانيأنا اللي هو المدين طرف تالتهل أنا كطرف تالت كده وصل الأمانة يثبت حقي؟هل وجود قرابة بين الطرف التاني والتالت تضعف موقفي؟,"فيما يتعلق بالصيغة الصحيحة، يمكن استخدام الصيغة التالية: ""أصدقت أنا (الدائن) على مبلغ قدره (المبلغ بالأحرف والأرقام)، لـ (المدين)، وذلك للقيام بالغرض المحدد بيننا""."
السلام عليكم.. يا أساتذة انا معايا حكم جنائي بتغريم الجارة اللي فوق شقتي بسبب اتلاف سقف الحمام والحكم عبارة عن غرامة ٥٠٠ جنيه تم تحصيلها لصالح المحكمة عايزة اعمل جنحة مباشرة أو قضية تلزمها بإصلاح التلفيات وعايزة محامي يكون في مدينة الشروق أو قريب منها ويقولي التكاليف على الخاص لو مش عايز يكتب في التعليقات وشكرا,يفضل التواصل مع محامي للتعرف على الإجراءات التي يمكن اتباعها لتطبيق الحكم المذكور في استفسارك.
السلام عليكمشقة والدي تم قسمتها بيني و بين اخويا لشقتين و في عقد قسمة بذلك انا دلوقتي عايز اعرف وضع الشفتين ايه بالنسبة للقانون و الحكومة و عايز اقننها علشان ادخل مرافق ليها ايه الاجراءات,"وعليكم السلام، يجب التأكد من أن العقد الذي تم توقيعه للقسمة احتوى على جميع التفاصيل اللازمة والشروط اللازمة لتنفيذ هذه القسمة بشكل صحيح بما يضمن حماية حقوق كل طرف."
السلام عليكم معى سكان فى البيت روحت دفعت وصل المياه 860 جنيه وامتنعوا عن الدفع والشهر ده محدش راضى يدفع برده ممكن اعرف اشتكيهم فين ولكم جزيل الشكر,ويمكنك الاتصال بمركز الاتصال الهاتفي للجهة المورِّدة للمياه لمعرفة الخطوات اللازمة لإجراء هذه الشكوى وحل هذه المشكلة.
السلام عليكم شخص مسجون بسبب شيكات بنكية مجموع سنوات السجن 49 سنةهل فعلا يتم عمل ضم وخصم ويبقوا 6 سنواتوهل له افراج شرطي او عفو رئاسي,"وأيضاً يمكن لأهل المسجون التقدم بطلبات للعفو الرئاسي، ويتوقف قرار العفو على تقديرات السلطات المختصة وقضايا التي يتعلق بها المسجون."
لوقضية تعويض حالة متوفية فى حادث قطار المحامى بياخد نسبة كام فى الميةزى ماهوماشى دلوقتي,"في العادة، تترواح نسبة رسوم المحاماة في مثل هذه الحالات من 10٪ إلى 30٪ من المبلغ المحصل كتعويض لأسرة المتوفى حسب بلد القانون الذي ينطبق على الحادث."
محتاج رقم محامى خاص بقضايا التعويضات مع شركات التأمين على المحلات التجارية بس يكون متخصص في هذا النوع من القضايا,"لا أعرف محاميًا يتخصص في هذا النوع من القضايا، ومن الأفضل الاتصال بالنقابة العامة للمحامين أو تصفح المواقع الإلكترونية للمحامين المتخصصين في المسائل التأمينية وقضايا التعويضات التجارية."
استشاره امضاء وبصمه علي إيصالات امانه تحت التهديد,"إذا كانت الإيصالات ذات صلة بنشاط مهني لك، فعليك أن تتخذ إجراءات قانونية ضد من يهددك بالإجبار على التوقيع والبصمة."
السلام عليكم انا ضاع من جواز سفر ضاع وعملت محضر.. من يوم الخميسوانا لقيته تاني هل كده اتوقف ولا لسا,"ولكن في العام العام ، إذا عثرت على جواز السفر الضائع الذي تم الإبلاغ عن فقدانه ، فينبغي عليك إبلاغ الشرطة أو السلطات المختصة بذلك."
هل تحديد تاريخ في ايصال الأمانة يبطلة؟,"إذا كان تحديد التاريخ في إيصال الأمانة له تأثير على حقوق الأطراف المعنية، فإنه يمكن أن يكون له تأثير على صحة الإيصال."
لو سمحتو لو فى سكرتير قاضى عايز اشتكى اعمل ايه,"إذا كنت ترغب في تقديم شكوى ضد سكرتير قاضٍ ، فيجب عليك اتباع الإجراءات التالية: 1- التوجه إلى مكتب الإدارة التابعة للمحكمة وطلب استمارة الشكوى."
السلام عليكم انا اجرت شقه قانون جديد وبعد فتره طلب مني صاحب الشقه اخلاءالشقه كونه يريد ان ياجرها مفروشه  مع العلم ان متبقي لدي فترة في العقد سبعه شهور هل يحق له اخراجي مع العلم اعطاني فتره مدة شهر للاخلاء هل يجب علي دفع الايجار بهذا الشهر ام لا,"لذلك، ينصح بالتحقق من العقد ومراجعة قانون الإيجارات للحصول على إجابات أكثر دقة وتفصيلاً فيما يتعلق بحقوق المستأجرين والمالكين في بلدك."
السلام عليكم كنت من كذا سنه عملت توكيل تاسيس شركات لمحاسب قانوني ونسيت الغيه فاروح فيم من فضلكم عشان اتاكد انه لم يتم تأسيس اي شركات اخري غير المتفق عليها ؟ وشكرا مقدما,يجب عليك أيضًا التواصل مع المحاسب القانوني وإخباره بأنَّك قمت بتوكيله لإنشاء شركات وطلب التأكد مباشرة منه بأنه لم يتم إنشاء أي شركات جديدة.
